부서,페이지,정보
감사담당관,1,감사담당관 | 감사담당관 | 감사담당관 업무 총괄 | 02-2116-2520
힐링도시국,6,여가도시과 / 여가시설운영팀 | 주무관 | o 과서무 | 02-2116-0544
힐링도시국,6,여가도시과 / 여가시설운영팀 | 주무관 | · 국산목재 목조건축 실연사업 추진(영축산 산림복합체험센터 건립) · 초안산캠핑장 운영지원 | 02-2116-0625
힐링도시국,6,여가도시과 / 여가시설운영팀 | 주무관 | ◦ 정원지원센터 리모델링 추진 및 운영 관리 ◦ 수국축제 ◦ 힐링타운 주차장 | 02-2116-0624
힐링도시국,7,여가도시과 / 여가시설운영팀 | 산림치유센터장 | · 산림치유센터 총괄 | 02-2116-2725
힐링도시국,7,여가도시과 / 여가시설운영팀 | 산림치유센터 운영요원 | · 산림치유센터 운영요원 | 02-2116-0539
힐링도시국,7,"여가도시과 / 여가시설운영팀 | 주무관 | 도자기체험장, 기간제근로자 | 02-2116-0545"
힐링도시국,7,여가도시과 / 여가시설운영팀 | 주무관 | · 산림치유센터 운영관리 | 02-2116-0538
힐링도시국,7,여가도시과 / 여가시설운영팀 | 도자기체험장센터장 | · 도자기체험장 총괄 | 02-3297-3953
힐링도시국,7,"여가도시과 / 여가시설운영팀 | 나비정원장 | 불암산나비정원장 나비정원 총괄 운영관리 나비사육, 곤충사육, 식물사육, 전시장관리, 교육프로그램 운영 등 | 02-2116-0558"
힐링도시국,7,여가도시과 / 여가시설운영팀 | 나비정원 운영요원 | 나비정원 운영요원 | 02-2116-0553
힐링도시국,7,여가도시과 / 여가시설운영팀 | 나비정원 운영요원 | 나비정원 운영요원 | 02-2116-0559
힐링도시국,7,여가도시과 / 여가시설운영팀 | 나비정원 운영요원 | · 나비정원 운영요원 | 02-2116-0557
힐링도시국,7,여가도시과 / 여가시설운영팀 | 정원지원센터장 | · 정원지원센터장 | 0566-2116-0566
힐링도시국,8,여가도시과 / 여가시설운영팀 | 정원지원센터 | · 정원지원센터 바리스타 | 02-2116-0597
힐링도시국,8,여가도시과 / 여가시설운영팀 | 정원지원센터 운영요원(카페) | · 정원지원센터 카페 운영요원 | 02-2116-0597
힐링도시국,8,여가도시과 / 여가시설운영팀 | 정원지원센터 운영요원(카페) | · 정원지원센터 운영요원 | 02-2116-0567
힐링도시국,8,여가도시과 / 여가시설운영팀 | 정원지원센터 운영요원 | · 정원지원센터 운영요원 | 02-2116-0537
힐링도시국,8,여가도시과 / 화랑대철도공원팀 | 화랑대철도공원팀장 | 화랑대철도공원팀 업무 총괄 | 02-2116-0667
힐링도시국,8,여가도시과 / 화랑대철도공원팀 | 주무관 | · 기차카페 운영 및 관리 지원 · 화랑대역사관 운영 및 관리 · 불빛정원 운영 및 관리 · 화랑대 철도공원 기간제 근로자 관리 | 02-2116-0669
힐링도시국,8,여가도시과 / 화랑대철도공원팀 | 점장 | · 기차카페 총괄 | 02-2116-0661
힐링도시국,8,여가도시과 / 화랑대철도공원팀 | 주무관 | · 기차카페 운영요원 | 02-2116-4400
힐링도시국,8,여가도시과 / 화랑대철도공원팀 | 주무관 | · 기차카페 운영 요원 | 02-2116-1520
힐링도시국,8,여가도시과 / 모험시설운영팀 | 모험시설운영팀장 | 모험시설운영팀 업무 총괄 | 02-2116-7111
힐링도시국,9,여가생활과 | 과장 | • 문화정책팀 업무 총괄 | 02-2116-7131
힐링도시국,9,여가생활과 | 주무관 | 휴양림 운영 관리(안전)계획 수립 휴양림 운영 조례 및 예산 총괄 휴양림 운영 물품 구매 및 침구류 관리 휴양림 시설 위탁운영 관리 휴양림 행사 관리 | 02-2116-3967
힐링도시국,9,여가생활과 | 주무관 | · 공공도서관 운영 지원 · 도서관 운영 기본계획 수립 및 시행 · 노원야외도서관[북페스티벌] 추진 · 도서관운영위원회 · 공공도서관 위탁 운영 · 도서관 문화기획 업무 지원 · 도서택배 및 동네서점바로대출서비스 업무지원 · 책배달서비스 위탁운영 관리 · 구립도서관 환경미화 위탁운영 관리 | 02-2116-0701
힐링도시국,9,여가생활과 | 주무관 | 주민자치 | 02-2116-2493
힐링도시국,9,여가생활과 | 주무관 | ㅇ 공사 및 용역계약 - 힐링도시국 | 02-2116-3465
힐링도시국,9,여가생활과 | 주무관 | - 청년 문화살롱5120 운영 활성화 - 청년공유센터 운영 활성화 - 청년포털 시스템 운영 - 청년 정책홍보 전반 | 02-2116-7103
힐링도시국,9,"여가생활과 | 주무관 | 주요시설(식당, 카페, 웰컴센터) 조성 및 운영 휴양림 운영 물품 구매(침구류, 위생용품 등) 휴양림 침구류 관리(세탁업체 용역 계약 등) 체험프로그램 개발 및 운영 휴양림 브랜딩 기획 및 관리 휴양림 사니이지 체계 총괄 | 02-2116-3976"
힐링도시국,9,여가생활과 | 주무관 | · 도농상생 직거래장터 운영 · 목공예체험장 운영 관리 · 농지 및 농업 관련 업무 | 02-2116-0618
힐링도시국,9,여가생활과 | 주무관 | 기간제 근로자 채용 및 복무.급여 관리 휴양림 조경 및 환경 정비 휴양림 주차장 시설 관리 휴양림 실외 시설물 안전관리(유지보수) 안전관리 물품 및 용역구매 | 02-2116-4930
힐링도시국,9,"여가생활과 | 주무관 | 통반장, 구민표창 | 02-2116-3134"
힐링도시국,10,여가생활과 | 주무관 | 방문자센터 및 개실 운영 전반 | 02-2116-4940
힐링도시국,10,여가생활과 / 여가생활지원팀 | 여가생활지원팀장 | 여가생활지원팀 업무 총괄 | 02-2116-0620
힐링도시국,10,여가생활과 / 도서관정책팀 | 도서관정책팀장 | 조사팀 업무 총괄 | 02-2116-3062
힐링도시국,10,여가생활과 / 도서관시설팀 | 도서관시설팀장 | 도서관시설팀 업무 총괄 | 02-2116-0699
힐링도시국,10,여가생활과 / 수락휴운영팀 | 수락휴운영팀장 | 수락휴운영팀 업무 총괄 | 02-2116-3959
힐링도시국,10,도시경관과 | 도시경관과장 | 도시경관과 업무 총괄 | 02-2116-4030
힐링도시국,10,도시경관과 | 주무관 | o 거주자우선주차장 관리 및 신설 o 부설주차장 지도점검 및 관리(상계동) | 02-2116-4102
힐링도시국,10,"도시경관과 | 주무관 | - 미래인재양성교육특구 관련 업무 - 교육청(학원) 업무 협조 사항 및 관학 협력사업 - 교육발전위원회, 교육영향평가위원회 - 노원과학영재교육원 운영, 멘토링 이음단 업무 | 02-2116-4442"
힐링도시국,10,도시경관과 / 가로개선팀 | 가로개선팀장 | 가로개선팀 업무 총괄 | 02-2116-4026
힐링도시국,10,도시경관과 / 가로개선팀 | 주무관 | ○ 노점 현장단속총괄 ○ 노원형 거리가게 교체사업 ○ 수락산벽운계곡 환경개선 ○ 시선제 임용 등 총괄관리 ○ 상생위원회 운영 및 관리 | 02-2116-4025
힐링도시국,11,"도시경관과 / 가로개선팀 | 주무관 | ○ 區노점 총괄 및 실태조사 실시 - 거리가게(노점) 도로점용허가 관련 점용료, 변상금, 대부료 등 ○ 진정, 집단민원 처리 ○ 가로개선 가이드북 관리 | 02-2116-4023"
힐링도시국,11,도시경관과 / 가로개선팀 | 주무관 | 과 서무 | 02-2116-4010
힐링도시국,11,도시경관과 / 가로개선팀 | 주무관 | ○ 보도상 영업시설물 관리 ○ 응답소 민원 총괄 ○ 단속반 일일 정비 지시 및 일지 ○ 가로개선 가이드북 관리 | 02-2116-4022
힐링도시국,11,"도시경관과 / 가로개선팀 | 주무관 | ○ 민원사항 처리(상담민원, 182) ○ 가로개선 가이드북 카드 정리 ○ 정보공개청구관리 ○ 도로법 위반행위 처분 및 관리 ○ 세외수입 체납, 압류 관리 ○ 가로개선 차량 관리 및 유류비 지급 | 02-2116-4028"
힐링도시국,11,"도시경관과 / 가로개선팀 | 주무관 | ○ 노점운영기금 운용 ○ 가로개선 창고 관리 ○ 노점방지용 화분관리, 노점후면게시대 관리 ○ 민원사항 처리(SNS, 구바다) ○ 가로환경 살피미단 운영 ○ 시선임 급여 등 관리 | 02-2116-4024"
힐링도시국,11,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비(1호차) | 
힐링도시국,11,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비 | 
힐링도시국,11,도시경관과 / 가로개선팀 | 주무관 | 현장근무 | 02-2116-4991
힐링도시국,11,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비 (1호차 반장) | 02-2116-4024
힐링도시국,11,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비 (3호차 반장) | 02-2116-4024
힐링도시국,12,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비 | 
힐링도시국,12,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비 | 02-2116-4028
힐링도시국,12,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비 | 02-2116-4028
힐링도시국,12,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비 | 02-2116-4028
힐링도시국,12,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비 | 
힐링도시국,12,도시경관과 / 공공디자인팀 | 공공디자인팀장 | 공공디자인팀 업무 총괄 | 02-2116-0671
힐링도시국,12,"도시경관과 / 공공디자인팀 | 주무관 | ○ 공공디자인 진흥사업 추진, 주민제안 사업 추진 - 공공디자인 진흥계획, 유니버설디자인 기본계획 등 수립 - 월계지하차도 보행로 환경개선, 대진고 옆 벽화재정비 사업 ○ 공공디자인 가이드라인 및 표준디자인 개발 - 공사장 가림벽 디자인 가이드라인 수립 및 운영 - 노원구 공공시설물 표준디자인 개발 ○ 공공시설물 등의 공공디자인 컨설팅 및 기타 - 부서별 추진사업의 디자인 검토, 협의 및 모니터링 - 홈페이지 관리: 디자인 관련 자료 | 02-2116-3834"
힐링도시국,12,"도시경관과 / 공공디자인팀 | 주무관 | ○ 공공디자인 진흥계획, 조례, 위원회 관리 - 공공 유니버설 디자인 진흥계획 수립 - 공공 유니버설 디자인, 공공조형물 등의 조례 및 위원회 관리 ○ 공공디자인 진흥사업 추진 - 도시미관 관련 공공시설물(105종) 통합관리 - 공공 조형물, 진흥사업 시설물 상태점검 및 유지관리 ○ 예산, 회계, 복무 등 - 공공디자인진흥사업 행사, 예산, 회계, 급여, 복무, 비품관리 | 02-2116-0673"
힐링도시국,12,"도시경관과 / 공공디자인팀 | 주무관 | ○ 공공디자인 진흥사업 추진 - 노원 빛의 거리 조성사업 추진(수락산 디자인거리, 경춘선 공릉숲길) ○ 공공디자인 가이드라인 및 표준디자인 개발 - 노원구 공공시설물 표준디자인 개발 ○ 공공시설물 등의 공공디자인 컨설팅 - 디자인 검토, 협의 및 모니터링 - 항공촬영 | 02-2116-0672"
힐링도시국,12,도시경관과 / 경관개선팀 | 경관개선팀장 | 경관개선팀 업무 총괄 | 02-2116-3874
힐링도시국,13,도시경관과 / 경관개선팀 | 주무관 | ○ 노원역 문화의 거리 일부 간판개선사업 ○ 공릉동 일대 간판개선사업 유지 ○ 구정홍보판 유지·관리 ○ 광고물 기간연장 및 관리(통계) ○ 광고물 허가·신고·안전점검 및 민원처리(상계1동~상계5동) ○ 전단지 및 가로등 현수기 신고처리 | 02-2116-3871
힐링도시국,13,도시경관과 / 경관개선팀 | 주무관 | - 공공용·상업용현수막게시대 관리 운영 - 친환경현수막 전용게시대 관리 운영 - 도로점용료 및 세외수입 업무 - 옥외광고사업자 등록 및 관리 - 교통수단 및 교통시설 이용광고물 | 02-2116-3872
힐링도시국,13,도시경관과 / 경관개선팀 | 주무관 | ○ 25년 문화의거리 일부 간판개선사업 ○ 빛공해 관련 업무 ○ 광고물 허가·신고·안전점검 및 민원처리 | 02-2116-3873
힐링도시국,13,도시경관과 / 광고물개선팀 | 광고물개선팀장 | 광고물개선팀 업무 총괄 | 02-2116-2522
힐링도시국,13,"도시경관과 / 광고물개선팀 | 주무관 | • 옥외광고발전기금 및 조례 관리 • 옥외광고발전기금운용심의위원회 운영 관리 • 불법 유동광고물 부착방지시트 설치 사업 추진 • 불법광고물(에어라이트, 입간판 등) 수거광고물 처리 • 불법광고물 정비 총괄계획 수립 • 주말 기간제근로자 임금 등 관리업무 | 02-2116-4029"
힐링도시국,13,"도시경관과 / 광고물개선팀 | 주무관 | ○ 관내순찰 및 불법 유동광고물 정비1조장(상계6,7동, 중계동) ○ 불법유동광고물 정비 및 고정광고물 민원처리 ○ 공공근로, 주말 기간제근로자 관리 및 현장 업무 총괄 | 02-2116-3877"
힐링도시국,13,"도시경관과 / 광고물개선팀 | 주무관 | ○ 불법 유공광고물 정비 업무 총괄 및 행정처분, 세외수입 ○ 주말 및 야간 단속 근무조 운영 관리 ○ 불법광고물 일일 정비내역 통계관리 ○ 불법광고물 수거물 창고 등 관리 ○ 문화노원 가로개선 밴드 업무 총괄 | 02-2116-3870"
힐링도시국,13,"도시경관과 / 광고물개선팀 | 주무관 | ○ 관내순찰 및 불법 유동광고물 정비3조장(공릉동, 월계동, 하계동) ○ 불법유동광고물 정비 및 고정광고물 민원처리 | 02-2116-3856"
힐링도시국,13,도시경관과 / 광고물개선팀 | 주무관 | • 불법 고정광고물 정비업무 총괄 및 행정처분 - 위험·무주간판 등 고정광고물 조사 및 처리 등(철거용역) - (건물부착 현수막 포함) 고정광고물 민원 처리 및 행정처분 • 불법 고정광고물 세외수입 업무(부과 및 체납관리 등) • 불법 유동광고물 수거보상제 업무 • 불법광고물 일일 정비내역 통계관리 • 공공근로 임금 등 관리 업무 | 02-2116-3876
힐링도시국,13,도시경관과 / 광고물개선팀 | 주무관 | ○ 관내순찰 및 불법 유동광고물 정비2조장(상계동) ○ 불법유동광고물 정비 및 고정광고물 민원처리 | 02-2116-3854
힐링도시국,14,도시경관과 / 광고물개선팀 | 주무관 | ○ 순찰차량 운전 및 관리 ○ 불법광고물 단속 지원 | 02-2116-3857
힐링도시국,14,도시경관과 / 광고물개선팀 | 주무관 | ○ 순찰차량 운전 및 관리 ○ 불법광고물 단속 지원 | 02-2116-3858
힐링도시국,14,도시경관과 / 광고물개선팀 | 주무관 | ○ 관내순찰 및 불법 유동광고물 정비 ○ 불법유동광고물 정비 및 고정광고물 민원처리 | 02-2116-3855
푸른도시과,1,푸른도시과 | 푸른도시과장 | 부서 업무 총괄 | 
푸른도시과,1,푸른도시과 / 공원기획팀 | 공원기획팀장 | 공원기획팀 업무총괄 | 02-2116-3948
푸른도시과,1,푸른도시과 / 공원기획팀 | 주무관 | 힐링도시국 국서무 | 02-2116-3947
푸른도시과,1,푸른도시과 / 공원기획팀 | 주무관 | 수락산 동막골 자연휴양림 조성사업 수락산 목조건축 실연 및 유아숲체험장 리모델링 사업 등 | 02-2116-3946
