No,대분류(국/과),팀명,직위/이름,담당업무,전화번호,기타
2158,보건소,감사담당관 / 구민소통팀,주무관,- 전자민원관리(서울시 응답소 일반민원) 및 처리실태 확인 - 고충민원 직접 조사 (응답소 일반민원),02-2116-3065
2159,보건소,감사담당관 / 구민소통팀,주무관,"· 전자민원관리 (새올상담민원) 및 처리실태 확인 · 민원서비스 개선 (메뉴얼개발, 교육 등) · 고충민원 직접 조사 (새올 상담민원) · 구청장에게 바란다 · 방문/전화/팩스민원 접수",02-2116-3063
2160,보건소,감사담당관 / 구민소통팀,주무관,구청장에게 바란다,02-2116-3064
2161,보건소,미디어홍보담당관,미디어홍보담당관,미디어홍보담당관 업무 총괄,02-2116-3440
2162,보건소,미디어홍보담당관,주무관,팀 서무,02-2116-2530
2163,보건소,미디어홍보담당관 / 언론팀,언론팀장,언론팀 업무 총괄,02-2116-3499
2164,보건소,미디어홍보담당관 / 언론팀,주무관,"• 과서무 • 보도자료, 포토뉴스 등",02-2116-3421
2165,보건소,미디어홍보담당관 / 언론팀,주무관,언론 보도,02-2116-3420
2166,보건소,미디어홍보담당관 / 언론팀,주무관,❍ 언론보도,02-2116-3422
2167,보건소,미디어홍보담당관 / 언론팀,주무관,"○ 각종 행사 사진 촬영 및 구청장 24시 사진 게재.관리 ○ 청사 및 동 주민센터 홍보게시판 사진 관리 ○ 각종 사진 DB구축․관리, 보도자료 작성 및 사진 제공 ○ 신문스크랩, 주말사진촬영",02-2116-3419
2168,보건소,미디어홍보담당관 / 홍보팀,홍보팀장,주차장관리팀 업무 총괄,02-2116-4103
2169,보건소,미디어홍보담당관 / 홍보팀,주무관,소식지 기획 및 제작 구보발행,02-2116-3414
2170,보건소,미디어홍보담당관 / 홍보팀,주무관,"홈페이지 컨텐츠, 홍보 활성화",02-2116-3424
2171,보건소,미디어홍보담당관 / 홍보팀,주무관,"○ 소식지 등 디자인 및 편집, 인터넷 게시 ○ 구 상징물 관리, 옥외 광고탑, 각종 홍보물 유지·관리 ○ 신나는 노원여행 발간, 직원 명함제작 관리 ○ 각종 홍보물 디자인, 기타 홍보용 자료작성 및 지원 ○ 소식지 원고작성 및 수합, 사진촬영 및 배포 관리",02-2116-3418
2172,보건소,미디어홍보담당관 / 뉴미디어팀,뉴미디어팀장,뉴미디어팀 업무 총괄,02-2116-3406
2173,보건소,미디어홍보담당관 / 뉴미디어팀,주무관,"○ 구 공식 SNS 운영(블로그, 인스타그램 등) ○ SNS용 구정 홍보 콘텐츠 제작 ○ 구정 홍보 관련 이미지 디자인",02-2116-3402
2174,보건소,미디어홍보담당관 / 뉴미디어팀,주무관,○ 구 주요 행사 진행 ○ 콘텐츠 기획 및 리포팅 ○ 홍보 영상 제작 및 유튜브 관리 ○ 공식 뉴스레터 및 SNS 채널 운영,02-2116-3401
2175,보건소,미디어홍보담당관 / 뉴미디어팀,주무관,○ 영상컨텐츠 기획 및 제작 ○ 전자게시판 DID 컨텐츠 운영관리 ○ 영상차량 운영 관리 ○ 공동주택 승강기 홍보영상 관리 ○ 노원구 거점홍보(KB전광판 등)관리,02-2116-3403
2176,보건소,미디어홍보담당관 / 뉴미디어팀,주무관,노원마을미디어지원센터 업무 총괄 구민 마을 미디어 활동 지원 추진 대외 네트워크 추진,02-2116-3407
2177,보건소,미디어홍보담당관 / 뉴미디어팀,주무관,"○ 노원마을미디어지원센터 미디어교육(기획, 운영, 강사양성 및 관리, 홍보) ○ 돌봄미디어교실 및 미디어체험 운영 ○ 마을미디어지원센터 세입관리 ○ 콘텐츠 제작 지원 및 멘토링",02-2116-3408
2178,보건소,미디어홍보담당관 / 뉴미디어팀,주무관,"○ 미디어단체 및 동아리 활동 지원 ○ 콘텐츠 제작 관련 기술 지원, 상영회 운영 ○ 센터 시설 및 장비 관리 ○ 미디어 교육",02-2116-3412
2179,보건소,문화도시행정국,문화도시행정국장,문화도시행정국 업무 총괄,02-2116-3140
2180,보건소,문화도시행정국,주무관,주차세입팀 업무 총괄,02-2116-4095
2181,보건소,문화도시행정국,주무관,녹색교통팀 업무 총괄,02-2116-3209
2182,보건소,문화도시행정국,주무관,월계1동 업무 총괄,02-2116-2430
2183,보건소,문화도시행정국,주무관,ㅇ 재무과 업무 총괄,02-2116-3470
2184,보건소,문화도시행정국,주무관,복지1팀 업무 총괄,02-2116-2811
2185,보건소,문화도시행정국,주무관,"-복지지원팀 업무총괄 -장제, 해산급여",02-2116-2261
2186,보건소,문화도시행정국,주무관,월계2동 주민센터 업무 총괄,02-2116-2460
2187,보건소,문화도시행정국,주무관,주민복지국 업무 총괄,02-2116-3017
2188,보건소,문화도시행정국,주무관,운수지도팀 업무 총괄,02-2116-4047
2189,보건소,문화도시행정국,주무관,- 통합조사관리1팀 업무총괄 - 복지급여 신청자 선정 및 적정 여부 관리 - 희귀난치성 질환자 보건소 통보 - 복지대상자 민원상담 및 사회복지 일반 업무,02-2116-3694
2190,보건소,문화도시행정국,주무관,주민복지국 업무 총괄,02-2116-3017
2191,보건소,문화도시행정국,주무관,운수지도팀 업무 총괄,02-2116-4047
2192,보건소,문화도시행정국,주무관,- 통합조사관리1팀 업무총괄 - 복지급여 신청자 선정 및 적정 여부 관리 - 희귀난치성 질환자 보건소 통보 - 복지대상자 민원상담 및 사회복지 일반 업무,02-2116-3694
2193,보건소,문화도시행정국,주무관,서무,02-2116-4976
2194,보건소,문화도시행정국,주무관,"서무(예산, 청사관리), 선거사무",02-2116-2462
2195,보건소,문화도시행정국,주무관,• 과오납 환급,02-2116-3562
2196,보건소,문화도시행정국,주무관,도로조명관리 가로등 보수 및 자재관리,02-2116-4136
2197,보건소,문화도시행정국,주무관,"- 공릉1빗물펌프장 시설운영(기계) - 당현천가압장 시설운영(기계) - 간이펌프장, 수문점검관리",02-2116-4197
2198,보건소,문화도시행정국,주무관,o 중계본동 업무 총괄,02-2116-2640
2199,보건소,행정지원과,행정지원과장,○ 행정지원과 업무 총괄,02-2116-3100
2200,보건소,행정지원과,인사팀장,인사팀 업무 총괄,02-2116-7171
2201,보건소,행정지원과,주무관,o 여권접수 및 교부 o 온라인 발급 사진 확인,02-2116-3277
2202,보건소,행정지원과,주무관,• 동 마을 축제운영 • 찾아가는 오케스트라 공연 지원,02-2116-7144
2203,보건소,행정지원과,주무관,"동체육회, 경춘선힐링쉼터, 공구대여, 마을변호사",02-2116-2528
2204,보건소,행정지원과,주무관,"기획재정국장, 교육복지국장 비서",02-2116-3016
2205,보건소,행정지원과,주무관,,
2206,보건소,행정지원과,주무관,,
2207,보건소,행정지원과 / 총무팀,총무팀장,○ 총무팀 업무 총괄,02-2116-3086
2208,보건소,행정지원과 / 총무팀,주무관,○ 국서무,02-2116-3084
2209,보건소,행정지원과 / 총무팀,주무관,○ 예산 총괄,02-2116-3085
2210,보건소,행정지원과 / 총무팀,주무관,"○ 행사, 의전, 군부대",02-2116-3081
2211,보건소,행정지원과 / 총무팀,주무관,○ 청사관리 등,02-2116-3083
2212,보건소,행정지원과 / 총무팀,주무관,○ 차량 관리 ○ 청사 대관,02-2116-3080
2213,보건소,행정지원과 / 총무팀,주무관,○ 부구청장 비서실,02-2116-3012
2214,보건소,행정지원과 / 총무팀,주무관,○ 청사관리실 근무,02-2116-4222
2215,보건소,행정지원과 / 총무팀,주무관,○ 청사관리실 업무,02-2116-4221
2216,보건소,행정지원과 / 총무팀,공무직,○ 청사관리실 근무,02-2116-4223
2217,보건소,행정지원과 / 총무팀,주무관,○ 전기실 업무,02-2116-4214
2218,보건소,행정지원과 / 총무팀,주무관,"○ 전기실 업무, 승강기 업무",02-2116-4215
2219,보건소,행정지원과 / 총무팀,공무직,대.소강당 방송지원,02-2116-4238
2220,보건소,행정지원과 / 총무팀,주무관,○ 기관실 업무,02-2116-4217
2221,보건소,행정지원과 / 총무팀,주무관,○ 기관실 업무,02-2116-4218
2222,보건소,행정지원과 / 총무팀,공무직,○ 기관실 근무,02-2116-4220
2223,보건소,행정지원과 / 총무팀,주무관,○ 차량지원실,02-2116-4225
2224,보건소,행정지원과 / 총무팀,주무관,○ 차량지원실,02-2116-4227
2225,보건소,행정지원과 / 총무팀,주무관,○ 차량지원실,02-2116-4227
2226,보건소,행정지원과 / 총무팀,주무관,○ 차량지원실,02-2116-4224
2227,보건소,행정지원과 / 총무팀,주무관,○ 차량지원실,02-2116-4225
2228,보건소,행정지원과 / 인사팀,주무관,○ 인사교류 ○ 인사관리 및 인사상담,02-2116-3090
2229,보건소,행정지원과 / 인사팀,주무관,"○ 조직 및 정, 현원 관리",02-2116-3088
2230,보건소,행정지원과 / 인사팀,주무관,"○ 임기제 관련 업무 ○ 공무원 수당, 보수 관련 업무",02-2116-3074
2231,보건소,행정지원과 / 인사팀,주무관,○ 복무관리,02-2116-3089
2232,보건소,행정지원과 / 인사팀,주무관,"○ 인사전산, 기록 관리",02-2116-3087
2233,보건소,행정지원과 / 능력개발팀,능력개발팀장,○ 능력개발팀 업무 총괄,02-2116-3095
2234,보건소,행정지원과 / 능력개발팀,주무관,○ 연간교육훈련계획,02-2116-3093
2235,보건소,행정지원과 / 능력개발팀,주무관,○ 상시학습 관리 ○ 학습관리시스템 운영,02-2116-3092
2236,보건소,행정지원과 / 의회노무팀,의회노무팀장,의회노무팀 업무 총괄,02-2116-3879
2237,보건소,행정지원과 / 의회노무팀,주무관,○ 직원휴양소 등,02-2116-3098
2238,보건소,행정지원과 / 의회노무팀,주무관,○ 맞춤형 복지 ○ 기간제 관리 등,02-2116-3075
2239,보건소,행정지원과 / 의회노무팀,주무관,"○ 4대보험, 건강보험",02-2116-3096
2240,보건소,행정지원과 / 비서실,비서실장,○ 비서실장,02-2116-3005
2241,보건소,행정지원과 / 비서실,민원비서,○ 구청장실 민원비서,02-2116-3003
2242,보건소,행정지원과 / 비서실,주무관,○ 차량 운행,02-2116-2999
2243,보건소,행정지원과 / 비서실,수행비서,○ 구청장 차량 운행,02-2116-2999
2244,보건소,행정지원과 / 비서실,수행비서,○ 구청장 수행,02-2116-2998
2245,보건소,행정지원과 / 비서실,주무관,○ 구청장 비서실,02-2116-3009
2246,보건소,행정지원과 / 비서실,주무관,○ 구청장 비서실,02-2116-3008
2247,보건소,행정지원과 / 종합상황실,주무관,○ 종합상황실 근무,02-2116-3299
2248,보건소,행정지원과 / 종합상황실,주무관,○ 종합상황실 근무,02-2116-3302
2249,보건소,행정지원과 / 종합상황실,주무관,○ 종합상황실 근무,02-2116-3301
2250,보건소,행정지원과 / 종합상황실,주무관,○ 종합상황실 근무,02-2116-3000
2251,보건소,자치행정과,자치행정과장,자치행정과 업무 총괄,02-2116-3930
2252,보건소,자치행정과,자치행정팀장,자치행정팀 업무 총괄,02-2116-3183
2253,보건소,자치행정과,주무관,"주민자치회, 동체육회 자치회관 관리 동 축제",02-2116-2436
2254,보건소,자치행정과,주무관,• 불후의 명강 운영 • 성인문해교육 지원사업(국평원·서울시·서평원) • 민간단체 공익활동 지원사업 • 민주시민교육자문위원회 운영,02-2116-3993
2255,보건소,자치행정과,주무관,○ 민간·가정어린이집 인가 및 보조금 지원 ○ 보육전산관리(보육포털사이트 포함) ○ 시간제 어린이집 지원사업 ○ 동행어린이집 지원사업 ○ 서울시 교사대 아동비율 지원사업,02-2116-3727
2256,보건소,자치행정과,주무관,"❍ 도로재산(월계) ❍ 하천재산(상계,하계) - 점용허가, 용도폐지, 점용료(변상금)부과 - 차량출입시설 및 공중선.지하매설물 총괄",02-2116-4008
2257,보건소,자치행정과 / 자치행정팀,주무관,"- 선거, 주민투표제 - 정례동장회의 - 동행정평가 - 행정구역 조정 - 동주민센터 보안관 운영",02-2116-3128
2258,보건소,자치행정과 / 자치행정팀,주무관,주민등록,02-2116-3515
2259,보건소,자치행정과 / 자치행정팀,주무관,"행정사, 고향사랑",02-2116-3133
2260,보건소,자치행정과 / 자치행정팀,주무관,,02-2116-3515
2261,보건소,자치행정과 / 자치지원팀,자치지원팀장,자치지원팀 업무 총괄,02-2116-3132
2262,보건소,자치행정과 / 자치지원팀,주무관,"- 주민제안사업, 주민자치회 실행사업 등",02-2116-3129
2263,보건소,자치행정과 / 자치지원팀,주무관,- 민간단체 공익활동 지원사업,02-2116-3120
2264,보건소,자치행정과 / 자치지원팀,주무관,- 자치회관 운영 관리 - 동주민센터 유휴공간 관리,02-2116-3145
2265,보건소,자치행정과 / 마을공동체팀,마을공동체팀장,마을공동체팀 총괄,02-2116-0676
2266,보건소,자치행정과 / 마을공동체팀,주무관,○ 중계온마을센터 시설 관리 운영 총괄 - 중계온마을센터 입주시설 네트워크 회의 등 ○ 시간선텍제임기제 행정 지원 ○ 마을커뮤니티공간 지도점검 총괄 ○ 공유도시 활성화 ○ 기타 타 직원에 속하지 않은 업무,02-2116-0679
2267,보건소,자치행정과 / 마을공동체팀,주무관,° 마을공동체 공모사업 운영 및 관리 ° 마을지원활동가 관리 ° 자치구 및 대외협력 행사 운영 ° 마을커뮤니티공간 운영 지원 및 관리(월계동·하계동),02-2116-0678
2268,보건소,자치행정과 / 마을공동체팀,주무관,° 마을공동체 공모사업 운영 ° 마을커뮤니티공간(4개소) 운영 지원 및 관리 ° 마을공동체지원센터 업무용 계좌 관리,02-2116-0681
2269,보건소,자치행정과 / 마을공동체팀,주무관,"○ 특화사업 계획 및 운영 ○ 중계온마을센터 공간 (강당, 커뮤니티실) 대관 관리 ○ 중계온마을센터 축제 추진 ○ 마을공동체지원센터 홍보 및 아카이브 ○ 마을커뮤니티공간 운영 지원 및 관리 -영축산어울마루, 공덕골아름드리, 경춘선힐링쉼터, 수락행복발전소, 꿈꾸는상계5동행복발전소, 원터어울마루, 상구네행복발전소",02-2116-0682
